job_slot_id,job_id,company_id,job_type,working_hours_type,working_hours_normalised,normalized_city,location_normalised,job_type_id,total_credit_used,redeemed_at,expires_at,deactivated_at,gold_application_count,application_sent_count,normalised_planned_hires
71592,21443638,1634,customer_support,full_time_part_time,Fulltime,Berlin,Large city,14,700,,,,15,7,1
71598,20432711,3294,sales_clerk,full_time_part_time,Fulltime,Neustadt an der Aisch,Rural,2,700,,,,9,7,1
71603,20432713,3294,sales_clerk,full_time_part_time,Fulltime,Sennfeld,Densification,2,700,,,,10,30,1
71622,20432710,3294,sales_clerk,full_time_part_time,Fulltime,Kulmbach,Rural,2,700,,,,3,40,1
71626,20432703,3294,sales_clerk,full_time_part_time,Fulltime,Coburg,Densification,2,700,,,,14,37,1
71627,20432709,3294,sales_clerk,full_time_part_time,Fulltime,Kahla,Densification,2,700,,,,15,37,1
71628,20432696,3294,sales_clerk,full_time_part_time,Fulltime,Lichtenfels,Densification,2,700,,,,7,24,1
71629,20432714,3294,sales_clerk,full_time_part_time,Fulltime,Sonnefeld,Densification,2,700,,,,4,20,1
71606,19577304,3470,messenger,full_time,Fulltime,Wilnsdorf,Urban,100,700,,,,4,23,1
71665,21443998,592507,cleaner,part_time,Parttime,Halle,Large city,11,800,,,,14,10,1
71566,21431725,514355,graphic_designer,full_time_part_time,Fulltime,Hamburg,Large city,89,1000,,,,2,10,1
71567,21431728,514355,graphic_designer,full_time_part_time,Fulltime,Stuttgart,Large city,89,1000,,,,7,31,1
71582,21391586,3932,production_worker,full_time,Fulltime,Nohfelden,Urban,161,1000,,,,14,3,1
71600,10045538,40123,team_leader,full_time_part_time,Fulltime,Herrenberg,Urban,151,1000,,,,10,6,1
71612,13001829,196699,branch_manager,full_time,Fulltime,Schleusingen,Rural,35,1000,,,,8,8,1
71613,21443957,196699,branch_manager,full_time,Fulltime,Bad Frankenhausen/Kyffhäuser,Rural,35,1000,,,,8,38,1
71634,21444004,565386,caregiver,full_time_part_time,Fulltime,Berlin,Large city,129,1000,,,,8,10,1
71646,21443958,490124,mechanic,full_time,Fulltime,Siegen,Urban,99,1000,,,,3,19,1
71647,21443959,517618,chef,full_time,Fulltime,Hamburg,Large city,3,1000,,,,4,21,1
71663,21444003,592507,janitor,full_time,Fulltime,Nordhausen,Rural,37,1000,,,,2,30,1
71703,21444116,593776,team_leader,full_time,Fulltime,Leipzig,Large city,151,1000,,,,15,10,1
71578,16865343,407376,professional_driver,full_time,Fulltime,Nürnberg,Large city,166,1000,,,,0,20,1
71651,21431146,300393,sales_agent,full_time,Fulltime,Köln,Large city,45,1000,,,,0,4,1
71605,21443912,486098,office_assistant,full_time,Fulltime,Glinde,Urban,53,1000,,,,14,19,1
71607,14590046,3491,sales_agent,full_time_part_time,Fulltime,München,Large city,45,1000,,,,14,33,1
71610,14683373,3491,customer_support,full_time_part_time,Fulltime,München,Large city,14,1000,,,,4,17,1
71620,20525999,3294,team_leader_customer_support,full_time,Fulltime,Coburg,Densification,173,1000,,,,4,34,1
71608,21431575,590090,electrician,full_time,Fulltime,Unterthingau,Densification,80,1000,,,,7,15,1
71656,17036115,483598,craftsman,full_time,Fulltime,Moringen,Rural,46,1000,,,,14,30,1
68831,17728173,204769,facility_manager,full_time,Fulltime,Erfurt,Large city,82,1000,,,,2,37,1
71597,21443658,303127,electrician,full_time,Fulltime,Dortmund,Large city,80,1000,,,,4,35,1
71617,21443944,178212,real_estate_agent,full_time,Fulltime,Dresden,Large city,113,1000,,,,13,8,1
71584,21433015,4431,retail_salesman,full_time,Fulltime,Bad Nenndorf,Urban,126,1000,,,,6,7,1
71623,45917,4431,installer,full_time,Fulltime,Stadthagen,Urban,275,1000,,,,0,7,1
71692,21443997,4625,professional_driver,full_time,Fulltime,Berlin,Large city,166,1000,,,,5,16,1
71655,18361414,483640,installer,full_time,Fulltime,Berlin,Large city,275,1300,,,,8,26,1
71591,17085481,486199,sales_clerk,full_time_part_time,Fulltime,Stuttgart,Large city,2,1300,,,,0,25,1
71630,41726,3454,caregiver,full_time,Fulltime,Wuppertal,Large city,129,1300,,,,6,21,1
71632,21259863,452728,laboratory_assistant,full_time_part_time,Fulltime,Potsdam,Large city,94,1300,,,,15,15,1
71643,21444052,404896,engineer,full_time,Fulltime,Marbach am Neckar,Urban,277,1300,,,,2,36,1
71649,21178759,219550,retail_salesman,full_time_part_time,Fulltime,Bamberg,Densification,126,1300,,,,11,26,1
71657,21444055,511098,software_developer,full_time,Fulltime,Weißandt-Gölzau,Densification,142,1300,,,,11,32,1
71681,21445825,4556,mechanic,full_time,Fulltime,Hannover,Urban,99,1300,,,,4,33,1
71705,21449459,50193,electrician,full_time,Fulltime,Frankfurt am Main,Large city,80,1300,,,,6,37,1
71660,20316354,558271,craftsman,full_time_part_time,Fulltime,Stuttgart,Large city,46,1300,,,,2,4,1
71661,20510405,558271,craftsman,full_time_part_time,Fulltime,Ingolstadt,Large city,46,1300,,,,1,7,1
71557,19671598,52005,callcenter_agent,full_time_part_time,Fulltime,Chemnitz,Large city,64,1300,,,,9,26,1
71689,17721814,507431,inventory_manager,full_time,Fulltime,Hanau,Urban,16,1300,,,,4,38,1
71604,14683087,3380,callcenter_agent,full_time_part_time,Fulltime,Gelsenkirchen,Large city,64,1300,,,,8,37,1
71609,16889334,3518,it_technician,full_time_part_time,Fulltime,Hamburg,Large city,93,1300,,,,8,23,1
71684,21446310,4431,sales_clerk,full_time_part_time,Fulltime,Hameln,Densification,2,1300,,,,9,4,1
71589,21443277,3626,train_driver,full_time,Fulltime,,Large city,266,1500,,,,3,7,1
71701,21446942,189295,messenger,full_time,Fulltime,Hamburg,Large city,100,1500,,,,12,28,1
71683,21443996,385876,inventory_manager,full_time,Fulltime,Hamburg,Large city,16,1600,,,,2,21,1
71676,21445152,83652,team_leader,full_time,Fulltime,Wiesbaden,Large city,151,"1,600.00",,,,4,31,1
71675,16272607,346383,chef,full_time,Fulltime,Ofterschwang,Rural,3,2000,,,,14,7,1
71581,8106791,135590,production_worker,part_time,Parttime,Potsdam,Large city,161,700,,,,10,7,1
71700,21448965,189295,delivery_driver,full_time,Fulltime,Trittau,Urban,15,1500,,,,12,35,1
71702,21444075,593776,inventory_manager,full_time,Fulltime,Leipzig,Large city,16,700,,,,2,29,1
71586,17078062,486098,inventory_manager,full_time_part_time,Fulltime,Glinde,Urban,16,700,,,,9,23,1
71645,13785434,366036,office_assistant,full_time,Fulltime,Leuna,Densification,53,700,,,,7,33,1
71637,20550534,568797,sales,full_time,Fulltime,Köln,Large city,128,1300,,,,5,4,1
71666,21430576,589270,office_assistant,full_time,Fulltime,Potsdam,Large city,53,700,,,,12,15,1
71593,21356472,588332,office_assistant,full_time_part_time,Fulltime,Garching,Urban,53,700,,,,13,21,1
71601,21431771,593450,inventory_manager,full_time,Fulltime,Radolfzell am Bodensee,Urban,16,700,,,,1,23,1
71635,21444002,590068,customer_support,full_time,Fulltime,Berlin,Large city,14,700,,,,0,20,1
71641,21444047,593772,service_person,full_time_part_time,Fulltime,Oldenburg in Holstein,Densification,137,700,,,,9,37,1
71668,21431829,587154,messenger,full_time_part_time,Fulltime,Hamburg,Large city,100,700,,,,4,15,1
71650,21430817,592708,mechanic,full_time,Fulltime,Bremen,Large city,99,1000,,,,5,26,1
71677,21284208,590077,hr_manager,full_time,Fulltime,Ludwigsburg,Urban,146,1000,,,,10,7,1
71583,21432202,543513,waiter_waitress,full_time_part_time,Fulltime,Köln,Large city,7,1300,,,,6,16,1
71695,21326217,573239,it_administrator,full_time,Fulltime,Itzehoe,Rural,148,1300,,,,10,28,1
71687,21072902,551195,account_manager,full_time,Fulltime,Berlin,Large city,150,1300,,,,13,38,1
71644,21444008,571302,technician,full_time,Fulltime,Berlin,Large city,158,1000,,,,10,17,1
71501,21431325,2675,inventory_manager,part_time,Parttime,Hoppegarten,Rural,16,200,,,,12,11,1
71507,21431322,2675,inventory_manager,part_time,Parttime,Garching,Urban,16,200,,,,9,11,1
71488,21431290,2675,inventory_manager,part_time,Parttime,Amt Wachsenburg,Densification,16,200,,,,15,3,1
71491,21431319,2675,inventory_manager,part_time,Parttime,Kirchheim,Urban,16,202,,,,15,15,1
71487,21431270,2675,inventory_manager,part_time,Parttime,Laage,Rural,16,300,,,,10,9,1
71492,21431313,2969,sales_clerk,part_time,Parttime,Münster,Large city,2,400,,,,1,29,1
71495,21431318,2969,sales_clerk,part_time,Parttime,Dresden,Large city,2,400,,,,14,33,1
71514,21388435,42457,construction_helper,full_time,Fulltime,Gemünden,Rural,70,400,,,,2,26,1
71537,21431516,4668,sales_clerk,part_time,Parttime,Garmisch-Partenkirchen,Rural,2,400,,,,6,5,1
71533,21431411,208413,sales_clerk,part_time,Parttime,Bad Aibling,Urban,2,400,,,,2,5,1
71544,20432707,3294,sales_clerk,part_time,Parttime,Haßfurt,Rural,2,400,,,,11,5,1
71406,21387216,40129,account_manager,full_time_part_time,Fulltime,Berlin,Large city,150,600,,,,8,36,1
71452,21355348,129885,security,full_time,Fulltime,Hannover,Urban,51,700,,,,8,36,1
71481,21386970,211690,industrial_clerk,full_time,Fulltime,Krefeld,Large city,91,700,,,,1,29,1
71484,21386975,211690,industrial_clerk,full_time,Fulltime,Krefeld,Large city,91,700,,,,5,40,1
71532,18696239,3487,customer_support,full_time_part_time,Fulltime,Potsdam,Large city,14,700,,,,6,20,1
71543,17302731,495174,cashier,full_time_part_time,Fulltime,Köln,Large city,66,700,,,,12,33,1
71478,21361258,362377,industrial_clerk,full_time,Fulltime,Kelsterbach,Urban,91,700,,,,3,36,1
71439,11974249,3506,sales_clerk,full_time_part_time,Fulltime,Jüterbog,Rural,2,700,,,,14,38,1
71470,21195070,475777,office_assistant,full_time_part_time,Fulltime,Halle,Large city,53,700,,,,1,12,1
71535,21431470,3294,sales_clerk,full_time_part_time,Fulltime,Uffenheim,Rural,2,700,,,,15,23,1
71540,20432698,3294,sales_clerk,full_time_part_time,Fulltime,Bad Windsheim,Rural,2,700,,,,8,6,1
71541,20432699,3294,sales_clerk,full_time_part_time,Fulltime,Baiersdorf,Urban,2,700,,,,9,29,1
71542,20432702,3294,sales_clerk,full_time_part_time,Fulltime,Burgebrach,Densification,2,700,,,,1,5,1
71545,20432706,3294,sales_clerk,full_time_part_time,Fulltime,Haßfurt,Rural,2,700,,,,6,17,1
71546,20432708,3294,sales_clerk,full_time_part_time,Fulltime,Hausen,Densification,2,700,,,,7,11,1
71464,18534261,525127,kitchen_assistant,full_time_part_time,Fulltime,Grenzach-Wyhlen,Urban,5,700,,,,6,17,1
71417,21394418,26151,technician,full_time,Fulltime,Köln,Large city,158,800,,,,15,23,1
71536,21387123,4105,promoter,part_time,Parttime,Kempten,Rural,41,800,,,,3,14,1
68770,20530666,452728,laboratory_assistant,full_time_part_time,Fulltime,Potsdam,Large city,94,1000,,,,6,37,1
71493,17493108,494181,barista,full_time_part_time,Fulltime,Berlin,Densification,13,1000,,,,2,39,1
71517,21431328,104524,cleaner,full_time_part_time,Fulltime,Neuwied,Urban,11,1000,,,,4,28,1
71518,21358715,73750,hr_manager,part_time,Parttime,Bad Homburg,Urban,146,1000,,,,7,4,1
71530,21338868,512960,mechanic,full_time,Fulltime,Ludwigshafen am Rhein,Large city,99,1000,,,,0,19,1
71555,21431702,4235,pedagogue,full_time,Fulltime,,Large city,163,1000,,,,0,31,1
71560,21148824,4824,mechatronics_engineer,full_time,Fulltime,Kolbermoor,Urban,279,1000,,,,15,24,1
71482,21387126,3168,clerk,full_time_part_time,Fulltime,Leipzig,Large city,67,1000,,,,12,40,1
68243,20211511,42456,electrician,full_time,Fulltime,Frankfurt am Main,Large city,80,1000,,,,14,22,1
71434,21388033,42459,engineer,full_time_part_time,Fulltime,Freiburg,Large city,277,1000,,,,15,28,1
71539,20432691,3294,branch_manager,full_time,Fulltime,Haßfurt,Rural,35,1000,,,,7,24,1
71473,18261835,511868,installer,full_time,Fulltime,Berlin,Large city,275,1000,,,,4,26,1
71477,21387179,589278,mechanic,full_time,Fulltime,Neckartailfingen,Urban,99,1000,,,,15,17,1
71437,21358008,363624,service_person,full_time_part_time,Fulltime,Leipzig,Large city,137,1000,,,,13,12,1
71552,21431638,2733,callcenter_agent,full_time_part_time,Fulltime,Dortmund,Large city,64,1000,,,,7,6,1
71475,15003630,4431,inventory_manager,full_time,Fulltime,Stadthagen,Urban,16,1000,,,,2,35,1
71489,21431213,220505,machine_operator,full_time,Fulltime,Darmstadt,Large city,267,1050,,,,14,28,1
71440,16770990,469139,callcenter_agent,full_time_part_time,Fulltime,,Large city,64,1200,,,,8,3,1
71441,16450656,469139,sales_agent,full_time_part_time,Fulltime,,Large city,45,1200,,,,0,25,1
71438,15946827,217063,engineer,full_time,Fulltime,Bremen,Large city,277,1300,,,,2,30,1
71466,21314090,101499,professional_driver,full_time_part_time,Fulltime,Würzburg,Large city,166,1300,,,,10,29,1
71516,15721223,4339,messenger,full_time_part_time,Fulltime,Berlin,Large city,100,1300,,,,10,35,1
71568,21148802,4824,mechatronics_engineer,full_time,Fulltime,München,Large city,279,1300,,,,14,16,1
71483,20514601,551123,craftsman,full_time,Fulltime,Ilsfeld,Urban,46,1300,,,,11,34,1
71512,16728126,473804,craftsman,full_time,Fulltime,Fellbach,Urban,46,1300,,,,4,9,1
71458,17726561,505206,inventory_manager,full_time,Fulltime,Dietzenbach,Urban,16,1300,,,,12,11,1
71442,15393697,2904,sales_agent,full_time_part_time,Fulltime,Leipzig,Large city,45,1300,,,,9,36,1
71444,47180,3780,callcenter_agent,full_time_part_time,Fulltime,Mannheim,Large city,64,1300,,,,7,16,1
71160,19406750,312786,sales_clerk,full_time_part_time,Fulltime,Altenburg,Densification,2,1300,,,,13,24,1
71486,21387122,3401,butcher,full_time,Fulltime,Badbergen,Densification,164,1300,,,,5,11,1
71418,21387185,26151,technician,full_time,Fulltime,Düsseldorf,Large city,158,1300,,,,4,8,1
71456,21263297,512171,engineer,full_time_part_time,Fulltime,Brackenheim,Urban,277,1300,,,,8,38,1
71445,21345424,486089,electrician,full_time_part_time,Fulltime,Radebeul,Densification,80,1300,,,,6,34,1
71448,18425895,2050,pedagogue,full_time_part_time,Fulltime,Berlin,Large city,163,1300,,,,0,7,1
71449,21345422,486089,sales,full_time_part_time,Fulltime,Radebeul,Densification,128,1300,,,,15,11,1
71461,20579531,3270,delivery_driver,full_time,Fulltime,Seddiner See,Densification,15,1300,,,,2,32,1
71472,21397602,364446,technician,full_time,Fulltime,Berlin,Large city,158,1500,,,,7,27,1
71553,19538406,364446,installer,full_time,Fulltime,Gifhorn,Rural,275,1500,,,,9,19,1
71432,21387790,42459,engineer,full_time_part_time,Fulltime,Stuttgart,Large city,277,1500,,,,4,24,1
71433,21387984,42459,engineer,full_time_part_time,Fulltime,Karlsruhe,Large city,277,1500,,,,7,4,1
71531,21431407,4660,tourism,full_time_part_time,Fulltime,,Large city,130,1500,,,,15,36,1
71520,20613784,132780,sales_clerk,full_time_part_time,Fulltime,Rust,Urban,2,1600,,,,15,29,1
71521,20092653,132780,kitchen_assistant,full_time,Fulltime,Rust,Urban,5,1600,,,,12,6,1
71523,8808965,132780,customer_support,full_time,Fulltime,Rust,Urban,14,1600,,,,3,7,1
71524,8808964,132780,service_person,full_time,Fulltime,Rust,Urban,137,1600,,,,13,24,1
71509,21388906,42459,engineer,full_time,Fulltime,Hamburg,Large city,277,2336,,,,3,9,1
71534,21431399,4213,production_worker,full_time,Fulltime,Bruck in der Oberpfalz,Rural,161,1700,,,,14,8,1
71474,21263700,251424,mechatronics_engineer,full_time,Fulltime,Aschheim,Urban,279,1800,,,,8,13,1
71522,13745187,132780,chef,full_time,Fulltime,Rust,Urban,3,1800,,,,5,23,1
71525,7767832,132780,cleaner,full_time,Fulltime,Rust,Urban,11,1800,,,,2,22,1
71485,18823003,2737,service_person,full_time_part_time,Fulltime,Neu-Ulm,Urban,137,500,,,,12,6,1
71494,21431259,2675,inventory_manager,part_time,Parttime,Kirchheim,Urban,16,200,,,,1,32,1
71496,21431320,2675,inventory_manager,part_time,Parttime,Allershausen,Urban,16,200,,,,9,15,1
71500,21431321,2675,inventory_manager,part_time,Parttime,Willich,Urban,16,200,,,,10,6,1
71502,21431324,2675,inventory_manager,part_time,Parttime,Ditzingen,Urban,16,400,,,,10,25,1
71508,21431323,2675,inventory_manager,part_time,Parttime,Nürnberg,Large city,16,200,,,,1,17,1
71561,21431720,514355,graphic_designer,full_time_part_time,Fulltime,Köln,Large city,89,1000,,,,9,13,1
71176,21356608,2690,sales_agent,full_time_part_time,Fulltime,Leipzig,Large city,45,700,,,,14,10,1
71538,21431528,4668,sales_clerk,part_time,Parttime,Buchen,Densification,2,400,,,,0,34,1
71479,21431217,2675,inventory_manager,part_time,Parttime,Hoppegarten,Rural,16,200,,,,8,18,1
71480,21431219,2675,inventory_manager,part_time,Parttime,Berlin,Large city,16,200,,,,14,9,1
71490,21431309,2675,inventory_manager,part_time,Parttime,Laage,Rural,16,200,,,,11,17,1
71463,18534229,525127,chef,full_time_part_time,Fulltime,Grenzach-Wyhlen,Urban,3,1000,,,,2,39,1
71443,19365257,542007,promoter,full_time_part_time,Fulltime,,Large city,41,1800,,,,15,5,1
71515,21429809,564004,sales,full_time,Fulltime,Ergolding,Densification,128,1000,,,,15,37,1
71503,21429814,564003,construction_leader,full_time,Fulltime,Erfurt,Large city,269,1600,,,,9,38,1
71505,21431148,592556,inventory_manager,full_time,Fulltime,Essen,Large city,16,700,,,,12,39,1
71435,21176200,586273,professional_driver,full_time,Fulltime,Duisburg,Large city,166,1000,,,,6,14,1
71497,21431298,593435,executive_assistant,full_time,Fulltime,Kasendorf,Rural,169,1000,,,,2,6,1
66489,19405693,97680,pedagogue,full_time_part_time,Fulltime,Fulda,Densification,163,1000,,,,6,20,1
71526,21387028,589993,accountant,full_time_part_time,Fulltime,Frankfurt am Main,Large city,138,1000,,,,15,18,1
71528,21284165,589993,accountant,full_time_part_time,Fulltime,Karlsruhe,Large city,138,1000,,,,14,3,1
71550,21431526,591052,marketing_manager,full_time,Fulltime,München,Large city,135,1000,,,,2,10,1
71562,21336082,589247,professional_driver,full_time,Fulltime,Berlin,Large city,166,1000,,,,10,22,1
71558,21431860,589271,promoter,full_time_part_time,Fulltime,,Large city,41,1200,,,,3,17,1
66492,19403478,97680,caregiver,full_time_part_time,Fulltime,Kassel,Large city,129,1500,,,,7,24,1
71547,21223113,588331,caregiver,full_time_part_time,Fulltime,Stuttgart,Large city,129,1500,,,,4,38,1
68690,20596457,569502,insurance_salesman,full_time_part_time,Fulltime,Stuttgart,Large city,92,1000,,,,1,24,1
71425,10970080,3776,callcenter_agent,full_time_part_time,Fulltime,Dresden,Large city,64,1300,,,,1,12,1
71423,15092779,3289,sales_agent,full_time_part_time,Fulltime,Essen,Large city,45,1300,,,,10,18,1
70999,20579552,3845,professional_driver,full_time,Fulltime,Krostitz,Rural,166,1300,,,,9,25,1
70743,17098485,467911,delivery_driver,full_time_part_time,Fulltime,Hamburg,Large city,15,1600,,,,15,4,1
71424,17204830,2666,sales,full_time_part_time,Fulltime,Köln,Large city,128,1600,,,,6,15,1
68641,20578471,4327,installer,full_time,Fulltime,Darmstadt,Large city,275,2000,,,,11,3,1
68721,20613779,3294,sales_clerk,part_time,Parttime,Merkers-Kieselbach,Rural,2,700,,,,0,25,1
68751,20261170,530862,caregiver,full_time_part_time,Fulltime,Bielefeld,Large city,129,1000,,,,8,32,1
68762,20613810,573420,production_worker,full_time,Fulltime,Hamburg,Large city,161,700,,,,2,32,1
68676,20581172,571700,office_assistant,full_time_part_time,Fulltime,Berlin,Large city,53,700,,,,11,24,1
68773,20523600,569501,gardener,full_time,Fulltime,Hamburg,Large city,273,1000,,,,0,17,1
68660,20530483,571682,mechanic,full_time,Fulltime,Jülich,Urban,99,1000,,,,11,28,1
68674,20582763,571700,hr_manager,full_time_part_time,Fulltime,Berlin,Large city,146,1000,,,,12,3,1
68794,20401925,544954,mechatronics_engineer,full_time,Fulltime,Berlin,Large city,279,1000,,,,6,40,1
68798,20406341,544954,craftsman,full_time,Fulltime,Berlin,Large city,46,1000,,,,12,5,1
68757,20613804,572796,draftsman,full_time,Fulltime,Teltow,Densification,323,1300,,,,9,24,1
68781,1272339,3702,callcenter_agent,full_time,Fulltime,Teltow,Densification,64,1500,,,,7,8,1
71260,17854819,511383,inventory_manager,full_time,Fulltime,Wahlstedt,Densification,16,700,,,,9,27,1
68621,11739197,4375,production_worker,full_time_part_time,Fulltime,Golßen,Rural,161,700,,,,7,11,1
68568,19967989,403652,inventory_manager,full_time,Fulltime,Paderborn,Urban,16,700,,,,8,13,1
68575,20243549,403652,inventory_manager,full_time,Fulltime,Bielefeld,Large city,16,700,,,,15,26,1
71123,21328580,40130,engineer,full_time_part_time,Fulltime,Schönaich,Urban,277,800,,,,3,19,1
68551,20234322,517135,mechanic,full_time,Fulltime,Bad Kötzting,Rural,99,1000,,,,4,6,1
68648,46089,3817,installer,full_time,Fulltime,Frankfurt am Main,Large city,275,1000,,,,4,32,1
68651,47570,3817,installer,full_time,Fulltime,Oberhausen,Large city,275,1000,,,,14,9,1
68684,15901430,3817,electrician,full_time,Fulltime,Frankfurt am Main,Large city,80,1000,,,,8,11,1
70737,20261162,212514,inventory_manager,full_time,Fulltime,Nortmoor,Densification,16,1000,,,,15,7,1
70740,20514649,212514,inventory_manager,full_time,Fulltime,Leer,Densification,16,1000,,,,0,6,1
68646,2292051,80461,customer_support,part_time,Parttime,Leipzig,Large city,14,1000,,,,7,36,1
68555,20550416,562831,accountant,full_time_part_time,Fulltime,Coesfeld,Urban,138,1300,,,,15,37,1
70738,20514652,212514,machine_operator,full_time,Fulltime,Leer,Densification,267,1300,,,,15,32,1
68562,3928860,99796,callcenter_agent,full_time,Fulltime,Montabaur,Urban,64,1300,,,,9,38,1
68578,20552233,321495,computer_scientist,full_time_part_time,Fulltime,Sehnde,Urban,68,1300,,,,8,36,1
68571,20243539,403652,inventory_manager,full_time,Fulltime,Borgholzhausen,Urban,16,1300,,,,15,4,1
67581,20261183,412158,construction_leader,full_time,Fulltime,,Large city,269,1600,,,,11,36,1
70963,17667561,326746,sales,full_time,Fulltime,,Large city,128,2300,,,,15,15,1
71430,21285254,589249,customer_support,full_time,Fulltime,Berlin,Large city,14,700,,,,2,6,1
71267,21290762,521540,fitness_trainer,full_time,Fulltime,Berlin,Large city,86,1000,,,,15,21,1
68549,20551983,572220,electrician,full_time,Fulltime,Wuppertal,Large city,80,1000,,,,13,19,1
66283,19563206,549829,sales,full_time,Fulltime,Leipzig,Large city,128,1000,,,,13,13,1
68634,20579525,533983,mechatronics_engineer,full_time,Fulltime,Eppertshausen,Urban,279,1000,,,,3,23,1
68600,20530423,571382,mechanic,full_time,Fulltime,Dreieich,Urban,99,1000,,,,3,27,1
68598,20529485,571382,mechatronics_engineer,full_time,Fulltime,Dreieich,Urban,279,1000,,,,5,8,1
68602,20530426,571382,electrician,full_time,Fulltime,Dreieich,Urban,80,1000,,,,11,19,1
71202,19452841,540509,callcenter_agent,full_time_part_time,Fulltime,Büchenbeuren,Densification,64,1300,,,,7,12,1
66255,18951371,533082,caregiver,full_time,Fulltime,Berlin,Large city,129,1500,,,,6,21,1
71303,16727363,49532,sales_clerk,part_time,Parttime,Frankfurt am Main,Large city,2,300,,,,5,22,1
71396,21337687,187432,sales_clerk,full_time_part_time,Fulltime,Heide,Rural,2,300,,,,7,18,1
71397,21358009,187432,cashier,full_time_part_time,Fulltime,Heide,Rural,66,300,,,,13,26,1
71407,21363800,187432,sales_clerk,part_time,Parttime,Meppen,Rural,2,300,,,,12,16,1
71312,21387174,4668,sales_clerk,part_time,Parttime,Wyk auf Föhr,Rural,2,400,,,,4,7,1
71287,21363746,49532,branch_manager,full_time,Fulltime,Bremen,Large city,35,500,,,,7,35,1
71288,21363726,49532,branch_manager,full_time,Fulltime,Bremen,Large city,35,500,,,,10,22,1
71280,21386976,223977,production_worker,part_time,Parttime,Hohenfelde,Rural,161,700,,,,12,32,1
71257,19295311,527177,security,full_time_part_time,Fulltime,Nürnberg,Large city,51,700,,,,7,16,1
71283,21008504,4577,sales_clerk,full_time_part_time,Fulltime,Datteln,Urban,2,700,,,,9,10,1
71291,17199593,196699,office_assistant,full_time,Fulltime,Ilsede,Urban,53,700,,,,13,37,1
71310,20534488,3689,machine_operator,full_time,Fulltime,Hamburg,Large city,267,700,,,,8,36,1
71311,29168,3689,mechatronics_engineer,full_time,Fulltime,Dormagen,Urban,279,700,,,,15,27,1
71334,16965289,474621,cashier,part_time,Parttime,Weyhe,Densification,66,700,,,,6,9,1
71381,21388052,217596,caregiver,part_time,Parttime,Kusel,Densification,129,700,,,,14,18,1
71307,21387118,223977,inventory_manager,full_time,Fulltime,Minden,Urban,16,700,,,,15,31,1
57974,16865341,3731,messenger,part_time,Parttime,Göppingen,Urban,100,700,,,,6,4,1
57986,16865334,3731,messenger,part_time,Parttime,Ulm,Large city,100,700,,,,11,35,1
71276,21386971,83652,sales_clerk,full_time_part_time,Fulltime,Seligenstadt,Urban,2,700,,,,9,8,1
71281,21386969,83652,sales_clerk,full_time_part_time,Fulltime,Mühlheim am Main,Urban,2,700,,,,6,28,1
71315,21387175,83652,sales_clerk,full_time_part_time,Fulltime,Hofheim,Urban,2,700,,,,9,18,1
71317,21387178,83652,sales_clerk,full_time_part_time,Fulltime,Eppstein,Urban,2,700,,,,6,24,1
71383,17204824,3203,inventory_manager,full_time,Fulltime,Gaggenau,Urban,16,700,,,,8,13,1
71347,21387203,3294,sales_clerk,full_time,Fulltime,Kulmbach,Rural,2,700,,,,11,27,1
71348,21387204,3294,sales_clerk,full_time,Fulltime,Kronach,Densification,2,700,,,,2,28,1
71350,21387208,3294,sales_clerk,full_time,Fulltime,Neustadt bei Coburg,Densification,2,700,,,,2,14,1
71351,21387212,3294,sales_clerk,full_time,Fulltime,Erfurt,Large city,2,700,,,,5,36,1
71352,21387206,3294,sales_clerk,full_time,Fulltime,Coburg,Densification,2,700,,,,5,30,1
71353,21387207,3294,sales_clerk,full_time,Fulltime,Meiningen,Rural,2,700,,,,13,19,1
71354,21387210,3294,sales_clerk,full_time,Fulltime,Plauen,Densification,2,700,,,,0,35,1
71355,21387213,3294,sales_clerk,full_time,Fulltime,Zeulenroda-Triebes,Urban,2,700,,,,14,31,1
71356,21387214,3294,sales_clerk,full_time,Fulltime,Würzburg,Large city,2,700,,,,6,22,1
71359,21387215,3294,sales_clerk,full_time,Fulltime,Schmalkalden,Rural,2,700,,,,11,7,1
71335,21386717,3470,messenger,full_time,Fulltime,Essen,Large city,100,700,,,,9,21,1
68481,17162820,428993,messenger,part_time,Parttime,Hartenholm,Densification,100,700,,,,13,38,1
71308,21387140,340073,sales_clerk,full_time,Fulltime,Siegen,Urban,2,700,,,,3,12,1
70441,17161342,4577,sales_clerk,full_time_part_time,Fulltime,Senden,Urban,2,700,,,,1,37,1
71323,21387125,4105,sales_clerk,full_time_part_time,Fulltime,Oberstdorf,Rural,2,800,,,,3,4,1
71319,21387131,456574,product_manager,full_time_part_time,Fulltime,Berlin,Large city,145,1000,,,,2,29,1
71138,21337711,484507,purchaser,full_time,Fulltime,Reutlingen,Urban,322,1000,,,,10,35,1
71253,21356639,542960,cleaner,full_time_part_time,Fulltime,Sachsenheim,Urban,11,1000,,,,12,20,1
71264,21337708,569491,mechanic,full_time,Fulltime,Gosheim,Urban,99,1000,,,,2,10,1
71271,12431428,40123,sales,full_time_part_time,Fulltime,Villingen-Schwenningen,Urban,128,1000,,,,4,35,1
71282,21386415,8814,marketing_manager,full_time,Fulltime,Saarbrücken,Urban,135,1000,,,,14,27,1
71304,31510,3223,professional_driver,part_time,Parttime,Hamburg,Large city,166,1000,,,,14,10,1
